táimid	ˈt̪ˠɑːmʲədʲ
cigil	ˈcɪɟɪlʲ
ciliméadar	ˈcɪlʲəmʲeːd̪ˠəɾˠ
cime	ˈcɪmʲə
droch-	d̪ˠɾˠɔx
dúil	d̪ˠuːlʲ
feadóg	ˈfʲad̪ˠoːɡ
Soirbis	ˈsˠɔɾʲəbʲɪʃ
Ciarraí	ˈciəɾˠiː
láir	l̪ˠɑːɾʲ
ciúin	cuːnʲ
gléasra	ˈɟlʲeːsˠɾˠə
faiteach	ˈfˠatʲəx
brúitín	ˈbˠɾˠuːtʲiːnʲ
bréige	ˈbʲɾʲeːɟɪ
dom	d̪ˠɔmˠ
biseach	ˈbʲɪʃəx
léan	l̠ʲeːnˠ
léarscáil	ˈlʲeːɾˠsˠkaːlʲ
againne	ˈaɡən̠ʲə
líonta	ˈl̠ʲiːn̪ˠt̪ˠə
Cásc	kɑːsˠk
léaró	ˈl̠ʲeːɾˠoː
moille	ˈmˠɪl̠ʲə
clí	clʲiː
Trá Lí	t̪ˠɾˠɑː ˈl̠ʲiː
gáifeach	ˈɡɑːfʲəx
bodach	ˈbˠɔd̪ˠəx
fhís	iːʃ
crosach	ˈkɾˠɔsˠəx
clóiséad	ˈklˠoːʃeːd̪ˠ
cneasta	ˈcɾʲasˠt̪ˠə
bradach	ˈbˠɾˠad̪ˠəx
colanna	ˈkɔlˠən̪ˠə
abúlacht	ˈabˠuːlˠəxt̪ˠ
dínne	ˈdʲiːn̠ʲə
síoda	ˈʃiːd̪ˠə
mhún	wuːnˠ
Laoise	ˈl̪ˠiːʃə
mheáití	ˈvʲɑːtʲiː
tobann	ˈt̪ˠɔbˠən̪ˠ
nós	n̪ˠuːsˠ
coirce	ˈkɞɾʲcə
coisreac	ˈkɛʃɾʲək
coisric	ˈkɛʃɾʲɪc
deachthas	ˈdʲaxəsˠ
cleithire	ˈclʲɛhəɾʲə
fuisce	ˈfˠɪʃcɪ
cháiliúil	ˈxɑːlʲuːlʲ
mairc	mˠaɾʲc
costas	ˈkɔsˠt̪ˠəsˠ
dósan	ˈd̪ˠoːsˠənˠ
mharaigh	ˈwaɾˠə
maithiúnas	ˈmˠahuːn̪ˠəsˠ
sásar	ˈsˠɑːsˠəɾˠ
creidim	ˈcɾʲɛdʲəmʲ
lúibe	ˈl̪ˠuːbʲə
gcaogaidí	ˈɡiːɡədʲiː
creidmheach	ˈcɾʲedʲvʲəx
déanta	ˈdʲeːn̪ˠt̪ˠə
ghoid	ɣɞdʲ
brí	bʲɾʲiː
san	sˠən̪ˠ
lí	l̠ʲiː
carráiste	ˈkɞɾˠɑːʃtʲə
dhiúil	juːlʲ
stócáil	ˈsˠt̪ˠoːkɑːlʲ
marcáil	ˈmˠaɾˠkɑːlʲ
chéile	ˈçeːlʲə
hab	hɑbˠ
beachaire	ˈbʲaxəɾʲə
dráma	ˈd̪ˠɾˠɑːmˠə
caor	kiːɾˠ
geairid	ˈɟaɾʲədʲ
cíocras	ˈciːkɾˠəsˠ
pláta	ˈpˠlˠɑːt̪ˠə
gliú beach	ˌɟlʲuː ˈbʲax
fraoigh	fˠɾˠiː
tiús	tʲuːsˠ
daor	d̪ˠiːɾˠ
aicmí	ˈacmʲiː
ar chuma	ɛɾʲˈxʊmˠə
créacht	cɾʲeːxt̪ˠ
dréacht	dʲɾʲeːxt̪ˠ
ngoid	ŋɛdʲ
gréine	ˈɟɾʲeːnʲə
maor	mˠiːɾˠ
torann	ˈt̪ˠɔɾˠən̪ˠ
saor	sˠiːɾˠ
seachtainí	ˈʃaxt̪ˠənʲiː
otair	ˈɔt̪ˠəɾʲ
cuirir	ˈkɪɾʲəɾʲ
mheas	vʲasˠ
búch	bˠuːx
gan	ɡən̪ˠ
trua	t̪ˠɾˠuə
ceannas	ˈcan̪ˠəsˠ
míle	ˈmʲiːlʲə
ar ais	ɛɾʲˈaʃ
gabhála	ˈɡawɑːlˠə
bP	bˠ
dheas	jasˠ
cheas	çasˠ
laethanta	ˈl̪ˠeːhən̪ˠt̪ˠə
Seapáin	ˈʃapˠɑːnʲ
tréas	tʲɾʲeːsˠ
ghaoth	ɣiː
geit	ɟɛtʲ
ithimid	ˈɪhəmʲədʲ
foirfe	ˈfˠɛɾʲəfʲə
uachtar	ˈuəxt̪ˠəɾˠ
guala	ˈɡuəlˠə
codanna	ˈkɔd̪ˠən̪ˠə
rothar	ˈɾˠɔhəɾˠ
Mí	mʲiː
tuathal	ˈt̪ˠuəhəlˠ
cisteanach	ˈciʃtʲən̪ˠəx
theas	hasˠ
donas	ˈd̪ˠʊn̪ˠəsˠ
luail	l̪ˠuəlʲ
céas	ceːsˠ
Diarmaid	ˈdʲiəɾˠmˠədʲ
abraimid	ˈabˠɾˠəmʲədʲ
tua cheatha	t̪ˠuə ˈçahə
cearc	caɾˠk
lastar	ˈl̪ˠasˠt̪ˠəɾˠ
smólach	ˈsˠmˠoːlˠəx
Éigipt	ˈeːɟɪpʲtʲ
éilím	ˈeːlʲiːmʲ
tádar	ˈt̪ˠɑːd̪ˠəɾˠ
fearr	fʲɑːɾˠ
leictreachas	ˈl̠ʲɛctʲɾʲəxəsˠ
dreoilín	ˈdʲɾʲoːlʲiːnʲ
stuif	sˠt̪ˠɪfʲ
prásach	ˈpˠɾˠɑːsˠəx
conairt	ˈkʊn̪ˠəɾˠtʲ
gualainn	ˈɡuəlˠən̠ʲ
tógann	ˈt̪ˠoːɡən̪ˠ
chis	çɪʃ
tóir	t̪ˠoːɾʲ
tóirse	ˈt̪ˠoːɾˠʃə
óg	oːɡ
minic	ˈmʲinʲic
suimiúil	ˈsˠɪmʲuːlʲ
óbó	ˈoːbˠoː
uair	uəɾʲ
uaireanta	ˈuəɾʲən̪ˠt̪ˠə
díograis	ˈdʲiːɡɾˠəʃ
gránna	ˈɡɾˠɑːn̪ˠə
gcreach	ɟɾʲax
cúlaí	ˈkuːlˠiː
bheirir	ˈvʲɛɾʲəɾʲ
réama	ˈɾˠeːmˠə
circe	ˈcɪɾʲcə
croch	kɾˠɔx
fhearthainn	ˈaɾˠhən̠ʲ
bír	bʲiːɾʲ
truicear	ˈt̪ˠɾˠɪcəɾˠ
uisce	ˈiʃcə
ré	ɾˠeː
feoil	fʲoːlʲ
uncail	ˈʊŋkəlʲ
fearann	ˈfʲaɾˠən̪ˠ
cába	ˈkɑːbˠə
bídís	ˈbʲiːdʲiːʃ
ur-	ʊɾˠ
uisce beatha	ˈɪʃcɪ ˈbʲahə
dril	dʲɾʲɪlʲ
péas	pʲeːsˠ
meisce	ˈmʲɛʃcɪ
alta	ˈal̪ˠt̪ˠə
seilide	ˈʃɛlʲədʲə
sonrú	ˈsˠon̪ˠɾˠuː
ochtó	ˈoxt̪ˠoː
bearr	bʲɑːɾˠ
ceachartha	ˈcaxəɾˠə
Máirtín	ˈmˠɑːɾˠtʲiːnʲ
tógaimid	ˈt̪ˠoːɡəmʲədʲ
coguas	ˈkɔɡuəsˠ
fiacaile	ˈfʲiəkəlʲə
innealta	ˈɪn̠ʲəl̪ˠt̪ˠə
mbia	mʲiə
fhágadar	ˈɑːɡəd̪ˠəɾˠ
bléan	bʲlʲeːnˠ
choire	ˈxɛɾʲə
cneas	cɾʲasˠ
ciste	ˈcɪʃtʲə
claon	klˠiːnˠ
breaca	ˈbʲɾʲakə
tíor	tʲiːɾˠ
fút	fˠuːt̪ˠ
deasú	ˈdʲasˠuː
cothú	ˈkɔhuː
iasacht	ˈiəsˠəxt̪ˠ
Éireannaigh	ˈeːɾʲən̪ˠə
bruig	bˠɾˠɪɟ
Í	iː
faoin	fˠiːnʲ
fhear mhire	aɾˠ ˈvʲiɾʲə
áití	ˈɑːtʲiː
laoch	l̪ˠiːx
cló	klˠoː
deor	dʲoːɾˠ
ein	ɛnʲ
draig	d̪ˠɾˠaɟ
Séamas	ˈʃeːmˠəsˠ
dúntar	ˈd̪ˠuːn̪ˠt̪ˠəɾˠ
cíobhaí	ˈciːwiː
i dtír	əˈdʲiːɾʲ
focail	ˈfˠɔkəlʲ
leor	l̠ʲoːɾˠ
uíbh	iːvʲ
mhíl	vʲiːlʲ
pháirt	fˠɑːɾˠtʲ
áiteanna	ˈɑːtʲən̪ˠə
áitiú	ˈɑːtʲuː
freastail	ˈfʲɾʲasˠt̪ˠəlʲ
garsún	ˈɡaɾˠsˠuːnˠ
badráil	ˈbˠad̪ˠɾˠɑːlʲ
cleas	clʲasˠ
ithid	ˈɪhɪdʲ
gasta	ˈɡasˠt̪ˠə
ráinig	ˈɾˠɑːnʲɪc
chúis	xuːʃ
Fhrainc	ɾˠaɲc
pócaí	ˈpˠoːkiː
áth	ɑː
imeartas	ˈɪmʲəɾˠt̪ˠəsˠ
pasta	ˈpˠasˠt̪ˠə
lia	l̠ʲiə
fríthe	ˈfʲɾʲiːhə
éadach	ˈeːd̪ˠəx
mílte	ˈmʲiːl̠ʲtʲə
fiartha	ˈfʲiəɾˠhə
thur	hʊɾˠ
murach	ˈmˠʊɾˠəx
brách	bˠɾˠɑːx
mbata	ˈmˠat̪ˠə
míl	mʲiːlʲ
casacht	ˈkasˠəxt̪ˠ
sifín	ˈʃɪfʲiːnʲ
curach	ˈkʊɾˠəx
dorchadas	ˈd̪ˠɔɾˠəxəd̪ˠəsˠ
cárt	kɑːɾˠt̪ˠ
cearca	ˈcaɾˠkə
baol	bˠiːlˠ
scíth	ʃciː
stróic	sˠt̪ˠɾˠoːc
Fraincis	ˈfˠɾˠaɲcɪʃ
bhí	vʲiː
acsón	ˈaksˠoːnˠ
tugaim	ˈt̪ˠʊɡəmʲ
tacair	ˈt̪ˠakəɾʲ
éigéille	ˈeːɟeːl̠ʲə
buicéad	ˈbˠʊceːd̪ˠ
gcara	ˈɡɑɾˠə
casaim	ˈkɑsˠəmʲ
mhalairt	ˈwalˠəɾˠtʲ
éirim	ˈeːɾʲəmʲ
aicise	ˈɛcɪʃə
i dtreo	əˈdʲɾʲoː
sochaí	ˈsˠɔxiː
chí	çiː
théid	heːdʲ
mh	vʲ
úim	uːmʲ
sórt	sˠoːɾˠt̪ˠ
íoc	iːk
Mhí	vʲiː
deiridís	ˈdʲɛɾʲədʲiːʃ
bhfuair	wuəɾʲ
úsáid	ˈuːsˠɑːdʲ
dúracht	ˈd̪ˠuːɾˠəxt̪ˠ
mar go	mˠaɾˠ ɡə
úrú	ˈuːɾˠuː
an	ənˠ
breá	bʲɾʲɑː
aisteoir	ˈaʃtʲoːɾʲ
bámhar	ˈbˠɑːwəɾˠ
fáinní	ˈfˠɑːn̠ʲiː
óm	oːmˠ
seile	ˈʃɛlʲə
peile	ˈpʲɛlʲə
mhaoin	wiːnʲ
súsafón	ˈsˠuːsˠəfˠoːnˠ
óige	ˈoːɟɪ
bhig	vʲɪɟ
Fínín	ˈfʲiːnʲiːnʲ
ós	oːsˠ
nodaire	ˈn̪ˠɔd̪ˠəɾʲə
cloigeann	ˈklˠeɟən̪ˠ
fhéar	eːɾˠ
buille	ˈbˠɪl̠ʲə
miosúir	ˈmʲɪsˠuːɾʲ
Málta	ˈmˠɑːl̪ˠt̪ˠə
cheintiméadar	ˈçɛn̠ʲtʲəmʲeːd̪ˠəɾˠ
fhaide	ˈadʲə
naetha	ˈn̪ˠeːhə
beid	bʲɛdʲ
úir	uːɾʲ
mhí	vʲiː
míoltóg	ˈmʲiːl̪ˠt̪ˠoːɡ
nílim	ˈnʲiːlʲɪmʲ
Dáil Éireann	d̪ˠɑːlʲ ˈeːɾʲən̪ˠ
thinn	hɪn̠ʲ
clochán	ˈklˠoxɑːnˠ
inneach	ˈin̠ʲəx
daingean	ˈd̪ˠaŋənˠ
ón	oːnˠ
tíogar	ˈtʲiːɡəɾˠ
don	d̪ˠɔnˠ
Peadar	ˈpʲad̪ˠəɾˠ
ceantar	ˈcan̪ˠt̪ˠəɾˠ
dochtúirí	ˈd̪ˠɔxt̪ˠuːɾʲiː
meitheal	ˈmʲɛhəlˠ
íosfaidh	ˈiːsˠə
rian	ɾˠiənˠ
Dé Máirt	dʲeː ˈmˠɑːɾˠtʲ
Alba	ˈalˠəbˠə
céid	ceːdʲ
olc	ɔl̪ˠk
scóip	sˠkoːpʲ
leat	lʲat̪ˠ
grá	ɡɾˠɑː
tréidlia	ˈtʲɾʲeːdʲlʲiə
mhaige	ˈwæɟɪ
rá	ɾˠɑː
chaoimhe	ˈxiːvʲə
ga	ɡa
gur	ɡʊɾˠ
guta	ˈɡʊt̪ˠə
éin	eːnʲ
ghrian	jɾʲiən̪ˠ
cur	kʊɾˠ
caoch	kiːx
caithne	ˈkahnʲə
dúchas	ˈd̪ˠuːxəsˠ
meaits	mʲatʲʃ
amscaí	ˈamˠsˠkiː
fuarán	ˈfˠuəɾˠɑːnˠ
chreach	çɾʲax
Cléire	ˈclʲeːɾʲə
líomóid	ˈlʲiːmˠoːdʲ
buarán	ˈbˠuəɾˠaːnˠ
bhlais	wlˠaʃ
Dia dhuit	ˌdʲiə ˈɣɪtʲ
thraochta	ˈhɾˠiːxt̪ˠə
creid	cɾʲɛdʲ
saoire	ˈsˠiːɾʲə
bod	bˠɔd̪ˠ
tláith	t̪ˠlˠɑː
cleasaí	ˈclʲasˠiː
lag	l̪ˠaɡ
morgtha	ˈmˠɔɾˠəkə
fírinne	ˈfʲiːɾʲən̠ʲə
ghlais	ɣlˠaʃ
caitín	ˈkatʲiːnʲ
maoineach	ˈmˠiːnʲəx
coiste	ˈkɔʃtʲə
clibirt	ˈclʲɪbʲəɾˠtʲ
práta	ˈpˠɾˠɑːt̪ˠə
bhfága	ˈwɑːɡə
sinn	ʃɪn̠ʲ
siúd	ʃuːd̪ˠ
Sasana	ˈsˠasˠən̪ˠə
bhan	wanˠ
giosta	ˈɟɪsˠt̪ˠə
ligis	ˈl̠ʲɪɟɪʃ
catach	ˈkat̪ˠəx
fuinneog	ˈfˠɪn̠ʲoːɡ
uaimh	uəvʲ
chuid	xɪdʲ
con	kɔnˠ
liosta	ˈl̠ʲɪsˠt̪ˠə
leite	ˈl̠ʲɛtʲə
dhíbh	jiːvʲ
múinteoir	ˈmˠuːn̠ʲtʲoːɾʲ
bpian	bʲiənˠ
liú	l̠ʲuː
bhítí	ˈvʲiːtʲiː
scátháin	ˈsˠkɑːhɑːnʲ
mús	mˠuːsˠ
leisciúil	ˈl̠ʲɛʃcuːlʲ
diaspóra	ˈdʲiəsˠpˠoːɾˠə
géagach	ˈɟeːɡəx
ngor	ŋɔɾˠ
sparán	ˈsˠpˠaɾˠɑːnˠ
pluid	pˠlˠɪdʲ
feá	fʲɑː
ruainne	ˈɾˠuən̠ʲə
briste	ˈbʲɾʲɪʃtʲə
daidí	ˈd̪ˠadʲiː
clabhta	ˈklˠaut̪ˠə
téim	tʲeːmʲ
biatach	ˈbʲiət̪ˠəx
Fhaoilleach	ˈiːl̠ʲəx
píosa	ˈpʲiːsˠə
bliosán	ˈbʲlʲɪsˠɑːnˠ
díreacha	ˈdʲiːɾʲəxə
Dia duit	ˌdʲiə ˈd̪ˠɪtʲ
bric	bʲɾʲɪc
dó	d̪ˠoː
máilín	ˈmˠɑːlʲiːnʲ
gceantar	ˈɟan̪ˠt̪ˠəɾˠ
gí go	ˈɟiː ɡə
air	aɾʲ
céim	ceːmʲ
speala	ˈsˠpʲalˠə
coillte	ˈkɞl̠ʲtʲə
Caoimhín	ˈkiːvʲiːnʲ
cantar	ˈkan̪ˠt̪ˠəɾˠ
Muiris	ˈmˠiɾʲəʃ
Ch	x
dtóir	d̪ˠoːɾʲ
Brian	bʲɾʲiən̪ˠ
gléasaimid	ˈɟlʲeːsˠəmʲədʲ
ceannasach	ˈcan̪ˠəsˠəx
arc	aɾˠk
buaile	ˈbˠuəlʲə
rúbal	ˈɾˠuːbˠəlˠ
búir	bˠuːɾʲ
nguíonna	ˈŋiːn̪ˠə
bhfearthainn	ˈvʲaɾˠhən̠ʲ
fuinseog	ˈfˠɪn̠ʲʃoːɡ
tréith	tʲɾʲeː
clocásach	ˈklˠɔkɑːsˠəx
troithe	ˈt̪ˠɾˠɛhə
mhéid	vʲeːdʲ
doiligh	ˈd̪ˠɛlʲiː
phíoba	ˈfʲiːbˠə
aoiligh	ˈiːlʲə
nglais	ŋlˠaʃ
Spáinn	sˠpˠɑːn̠ʲ
bh	vʲ
dúide	ˈd̪ˠuːdʲə
ch	x
athuair	ˈahuəɾʲ
donna	ˈd̪ˠʊn̪ˠə
carachtar	ˈkaɾˠəxt̪ˠəɾˠ
tosú	ˈt̪ˠɔsˠuː
ruacan	ˈɾˠuəkənˠ
lean	l̠ʲanˠ
pearsanta	ˈpʲaɾˠsˠən̪ˠt̪ˠə
oireacht	ˈeɾʲəxt̪ˠ
gean	ɟanˠ
pháirc	fˠaːɾʲc
chléibh	çlʲeːvʲ
éigean	ˈeːɟənˠ
sise	ˈʃɪʃə
pian	pʲiənˠ
Sh	h
capaillín	ˈkapˠəl̠ʲiːnʲ
fearúil	ˈfʲaɾˠuːlʲ
grian	ɟɾʲiənˠ
dearbhú	ˈdʲaɾˠəwuː
Nic	nʲɪc
taosc	t̪ˠiːsˠk
srian	ʃɾʲiən̪ˠ
maide briste	ˌmˠædʲə ˈbʲɾʲɪʃtʲə
trí	tʲɾʲiː
iompair	ˈʊmˠpˠəɾʲ
muirín	ˈmˠɪɾʲiːnʲ
matrarcach	ˈmˠat̪ˠɾˠəɾˠkəx
chiardhuibh	ˈçiəɾˠɣɪvʲ
mbainne	ˈmˠan̠ʲə
ag	əɡ
feaca	ˈfʲakə
branra	ˈbˠɾˠan̪ˠɾˠə
damhsaigh	ˈd̪ˠausˠə
Iorua	ˈɪɾˠuə
thor	hɔɾˠ
tarra	ˈt̪ˠaɾˠə
soip	sˠɪpʲ
scagtha	ˈsˠkakə
Éamann	ˈeːmˠən̪ˠ
tapa	ˈt̪ˠapˠə
galúin	ˈɡalˠuːnʲ
Éirinn	ˈeːɾʲən̠ʲ
séasún	ˈʃeːsˠuːnˠ
réasún	ˈɾˠeːsˠuːnˠ
mic	mʲɪc
lic	l̠ʲɪc
sábh	sˠɑːw
Seáinín	ˈʃɑːnʲiːnʲ
easpach	ˈasˠpˠəx
taom	t̪ˠiːmˠ
péist	pʲeːʃtʲ
taoisigh	ˈt̪ˠiːʃiː
diúltú	ˈdʲuːl̪ˠt̪ˠuː
taoiseach	ˈt̪ˠiːʃəx
cic	cɪc
taithí	ˈt̪ˠahiː
tairbhe	ˈt̪ˠaɾʲəvʲə
Ciarán	ˈciəɾˠɑːnˠ
thoir	heɾʲ
iaguair	ˈiəɡuəɾʲ
shráid	hɾˠɑːdʲ
eisean	ˈɛʃənˠ
aoine	ˈiːnʲə
chualadar	ˈxuəlˠəd̪ˠəɾˠ
bhia	vʲiə
péin	pʲeːnʲ
tagtha	ˈt̪ˠakə
fuireachas	ˈfˠɪɾʲəxəsˠ
tagair	ˈt̪ˠaɡəɾʲ
fabhtach	ˈfˠaut̪ˠəx
tábhachtach	ˈt̪ˠɑːwəxt̪ˠəx
stráic	sˠt̪ˠɾˠaːc
tacar	ˈt̪ˠakəɾˠ
uacht	uəxt̪ˠ
beirimid	ˈbʲɛɾʲəmʲədʲ
blaosc	bˠlˠiːsˠk
ár	ɑːɾˠ
dearfach	ˈdʲaɾˠəfˠəx
facas	ˈfˠakəsˠ
fear mire	fʲaɾˠ ˈmʲiɾʲə
crín	cɾʲiːnʲ
mban	mˠanˠ
t-aos	t̪ˠiːsˠ
stopadh	ˈsˠt̪ˠɔpˠə
t-ae	t̪ˠeː
t-	t̪ˠ
gread	ɟɾʲad̪ˠ
bleácach	ˈbʲlʲɑːkəx
fraoch	fˠɾˠiːx
leastar	ˈl̠ʲasˠt̪ˠəɾˠ
súsa	ˈsˠuːsˠə
freastal	ˈfʲɾʲasˠt̪ˠəlˠ
óga	ˈoːɡə
speal	sˠpʲalˠ
ghrá	ɣɾˠɑː
craicne	ˈkɾˠæcnʲə
ros	ɾˠɔsˠ
cúntach	ˈkuːn̪ˠt̪ˠəx
Dhia	jiə
séasúr	ˈʃeːsˠuːɾˠ
chol	xɔlˠ
chiseanna	ˈçɪʃən̪ˠə
seilbhe	ˈʃɛlʲəvʲə
mhaidin	ˈwadʲənʲ
roc	ɾˠɔk
Róisín	ˈɾˠoːʃiːnʲ
artaire	ˈaɾˠt̪ˠəɾʲə
soc	sˠɔk
tráta	ˈt̪ˠɾˠɑːt̪ˠə
uinge	ˈɪɲɪ
fharraige	ˈaɾˠəɟɪ
blitear	ˈbʲlʲɪtʲəɾˠ
maiseach	ˈmˠaʃəx
réimeanna	ˈɾˠeːmʲən̪ˠə
loc	l̪ˠɔk
bícéips	ˈbʲiːceːpʲʃ
síl	ʃiːlʲ
tochais	ˈt̪ˠɔxəʃ
líoma	ˈl̠ʲiːmˠə
suime	ˈsˠɪmʲə
dhreas	jɾʲasˠ
ortsa	ˈɔɾˠt̪ˠsˠə
Caoimhe	ˈkiːvʲə
loime	ˈl̪ˠɪmʲə
scoil	sˠkɔlʲ
chur	xʊɾˠ
séanas	ˈʃeːn̪ˠəsˠ
Gaeilic	ˈɡeːlʲic
dlúth	d̪ˠlˠuː
thoiligh	ˈhɛlʲiː
scafaire	ˈsˠkafˠəɾʲə
fuilid	ˈfˠɪlʲədʲ
garraithe	ˈɡɑɾˠɪhə
teilifís	ˈtʲɛlʲɪfʲiːʃ
goradh	ˈɡɔɾˠə
sac	sˠak
mac	mˠak
breo	bʲɾʲoː
sáile	ˈsˠɑːlʲə
géig	ɟeːɟ
snáth	sˠn̪ˠɑː
gháire	ˈɣɑːɾʲə
méith	mʲeː
pluc	pˠlˠuk
praiseach	ˈpˠɾˠaʃəx
tráth	t̪ˠɾˠɑː
tnúth	t̪ˠɾˠuː
pastae	ˈpˠasˠt̪ˠeː
tuairisc	ˈt̪ˠuəɾʲɪʃc
suite	ˈsˠɪtʲə
trian	tʲɾʲiənˠ
píb	pʲiːbʲ
suigh	sˠiː
scríob	ʃcɾʲiːbˠ
gearbach	ˈɟaɾˠəbˠəx
Mháire	ˈwɑːɾʲə
suan	sˠuənˠ
stócach	ˈsˠt̪ˠoːkəx
bhain	wanʲ
fear siúil	fʲaɾˠ ˈʃuːlʲ
ót	oːt̪ˠ
Spáinnis	ˈsˠpˠɑːn̠ʲəʃ
deineann	ˈdʲɪnʲən̪ˠ
stuic	sˠt̪ˠɪc
stuaic	sˠt̪ˠuəc
freagairt	ˈfʲɾʲaɡəɾˠtʲ
stróicthe	ˈsˠt̪ˠɾˠoːcə
drabhlásach	ˈd̪ˠɾˠəulˠɑːsˠəx
scuabtha	ˈsˠkuəpˠə
Tomáisín	ˈt̪ˠʊmˠɑːʃiːnʲ
shagart	ˈhaɡəɾˠt̪ˠ
péacógach	ˈpʲeːkoːɡəx
éide	ˈeːdʲə
shean	hanˠ
gleoite	ˈɟlʲoːtʲə
spreag	sˠpʲɾʲaɡ
clabhtaí	ˈklˠaut̪ˠiː
peirsil	ˈpʲɛɾʲʃəlʲ
Chian	çiənˠ
sráid	sˠɾˠɑːdʲ
brice	ˈbʲɾʲɪcɪ
cúraim	ˈkuːɾˠəmʲ
buailim	ˈbˠuəlʲəmʲ
deinir	ˈdʲɪnʲəɾʲ
sraoill	sˠɾˠiːl̠ʲ
mbris	mʲɾʲɪʃ
mBéarla	ˈmʲeːɾˠlˠə
rópa	ˈɾˠoːpˠə
asamsa	ˈasˠəmˠsˠə
rugas	ˈɾˠʊɡəsˠ
páirtí	ˈpˠɑːɾˠtʲiː
facamar	ˈfˠakəmˠəɾˠ
spealaid	ˈsˠpʲalˠədʲ
bothán	ˈbˠɔhɑːnˠ
mhéad	vʲeːd̪ˠ
spád	sˠpˠɑːd̪ˠ
luasanna	ˈl̪ˠuəsˠən̪ˠə
próifíl	ˈpˠɾˠoːfʲiːlʲ
acusan	ˈakəsˠənˠ
abrair	ˈabˠɾˠəɾʲ
mhian	vʲiənˠ
spuaic	sˠpˠuəc
spraoi	sˠpˠɾˠiː
spaisteoireacht	ˈsˠpˠæʃtʲoːɾʲəxt̪ˠ
féinín	ˈfʲeːnʲiːnʲ
soipín	ˈsˠɛpʲiːnʲ
hae	heː
diaidh	dʲiə
solais	ˈsˠɔlˠəʃ
clanna	ˈklˠan̪ˠə
chian	çiənˠ
soiléir	ˈsˠɛlʲeːɾʲ
inní	ˈɪn̠ʲiː
taobhaigh	ˈt̪ˠiːwiː
snas	sˠn̪ˠasˠ
snaoisín	ˈsˠn̪ˠiːʃiːnʲ
i measc	əˈmʲasˠk
snaga	ˈsˠn̪ˠaɡə
dóibh	d̪ˠoːvʲ
haer	heːɾˠ
cléireach	ˈclʲeːɾʲəx
phian	fʲiənˠ
crannóg	ˈkɾˠan̪ˠoːɡ
ultach	ˈul̪ˠt̪ˠəx
n-each	n̠ʲax
teachtaire	ˈtʲaxt̪ˠəɾʲə
treo	tʲɾʲoː
siúcra	ˈʃuːkɾˠə
thréig	hɾʲeːɟ
cromaim	ˈkɾˠɔmˠəmʲ
míshásta	ˈmʲiːhɑːsˠt̪ˠə
i ngar	əˈŋaɾˠ
sin	ʃɪnʲ
Rómáinis	ˈɾˠoːmˠɑːnʲəʃ
sileog	ˈʃɪlʲoːɡ
beach	bʲax
fisic	ˈfʲɪʃɪc
teastas	ˈtʲasˠt̪ˠəsˠ
shéid	heːdʲ
shéan	heːnˠ
Caitríona	ˈkatʲɾʲiːn̪ˠə
clábar	ˈklˠaːbˠəɾˠ
shéabraí	ˈheːbˠɾˠiː
dochma	ˈd̪ˠɔxmˠə
dtailte	ˈd̪ˠal̠ʲtʲə
boga	ˈbˠɔɡə
coinneáil	ˈkɪn̠ʲɑːlʲ
shinsir	ˈhɪn̠ʲʃəɾʲ
gnáth	ɡɾˠɑː
sútra	ˈsˠuːt̪ˠɾˠə
shil	hɪlʲ
druid	d̪ˠɾˠɪdʲ
díleas	ˈdʲiːlʲəsˠ
Fine Gael	ˌfʲɪnʲə ˈɡeːlˠ
i mbun	əˈmˠunˠ
Cóiréis	ˈkoːɾʲeːʃ
seisreach	ˈʃɛʃɾʲəx
seisear	ˈʃɛʃəɾˠ
seise	ˈʃɛʃə
cille	ˈcɪl̠ʲə
láin	l̪ˠɑːnʲ
Cásca	ˈkɑːsˠkə
Mac	mˠak
oilim	ˈɛlʲəmʲ
dreas	dʲɾʲasˠ
seachtó	ˈʃaxt̪ˠoː
seacht déag	ʃaxt̪ˠ dʲeːɡ
dtíortha	ˈdʲiːɾˠhə
uibheacha	ˈɪvʲəxə
roimis	ˈɾˠimʲəʃ
chlóis	xlˠoːʃ
scéala	ˈʃceːlˠə
scáthán	ˈsˠkɑːhɑːnˠ
tagann	ˈt̪ˠaɡən̪ˠ
litreacha	ˈlʲɪtʲɾʲəxə
scáth	sˠkɑː
sean	ʃanˠ
scuaid	sˠkuədʲ
har	haɾˠ
lím	l̠ʲiːmʲ
damnaigh	ˈd̪ˠamˠn̪ˠə
bhrí	vʲɾʲiː
Peirs	pʲɛɾʲʃ
ceoch	coːx
bithiúnta	ˈbʲɪhuːn̪ˠt̪ˠə
bím	bʲiːmʲ
cupla	ˈkʊpˠlˠə
mapa	ˈmˠapˠə
lapa	ˈl̪ˠapˠə
abairtí	ˈabˠəɾʲtʲiː
scaraid	ˈsˠkaɾˠədʲ
scaoileann	ˈsˠkiːlʲən̪ˠ
dlite	ˈdʲlʲɪtʲə
portaireacht bhéil	ˈpˠɔɾˠt̪ˠəɾʲəxt̪ˠ ˈvʲeːlʲ
blite	ˈbʲlʲɪtʲə
gafann	ˈɡafˠən̪ˠ
harc	haɾˠk
buime	ˈbˠɪmʲə
farc	fˠaɾˠk
earc	aɾˠk
neas	n̠ʲasˠ
cíocrach	ˈciːkɾˠəx
