word,tags,ipa,results,match,dolgo
'faiteach',,ˈfˠatʲəx,ˈfˠatʲəx,100,1.0
'feadaíl',,ˈfʲad̪ˠiːlʲ,ˈfʲad̪ˠəlʲ,82,0.85
'aonad',,ˈeːnˠəd̪ˠ,ˈiːn̪ˠəd̪ˠ,82,0.85
'chuir i dtaisce',,ˌxɪɾʲ əˈd̪ˠaʃcɪ,ˈxɪɾʲ ə d̪ˠaʃcə,84,0.86
'déanach',,ˈdʲeːn̪ˠəx,ˈdʲeːn̪ˠəx,100,1.0
'bleacht',,bʲlʲaxt̪ˠ,bʲlʲaxt̪ˠ,100,1.0
'pota',,ˈpˠɔt̪ˠə,ˈpˠɔt̪ˠə,100,1.0
'théas',,heːsˠ,heːsˠ,100,1.0
'bháis',,wɑːʃ,wɑːʃ,100,1.0
'gcodlaíonn',,ˈɡol̪ˠiːn̪ˠ,ɡˈʊd̪ˠlˠiːuːn̪ˠ,52,0.68
'log',,l̪ˠɔɡ,lˠɔɡ,77,0.82
'buinneach',,ˈbˠɪn̠ʲəx,ˈbˠɪnʲəx,86,0.88
'-ach',,əx,-ax,33,0.60
'praiseach',,ˈpˠɾˠaʃəx,ˈpˠɾˠaʃəx,100,1.0
'torainn',,ˈt̪ˠɔɾˠən̠ʲ,ˈt̪ˠɔɾˠən̪ˠ,85,0.87
'píbe',,ˈpʲiːbʲə,ˈpʲiːbʲə,100,1.0
'coláistí',,ˈklˠɑːʃtʲiː, ˈkɔlˠɑːʃtʲiː, ˈkʊlˠɑːʃtʲiː,ˈkʊlˠɑːʃtʲiː,100,1.0
'mbas',,mˠasˠ,mˠasˠ,100,1.0
'bigil',,ˈbʲɪɟɪlʲ,ˈbʲɪɟɪlʲ,100,1.0
'Ciarán',,ˈciəɾˠɑːnˠ,ˈciəɾˠɑːn̪ˠ,89,0.90
'nuall',,n̪ˠuəl̪ˠ,n̪ˠuəlˠ,84,0.87
'Colm Cille',,ˌkɔlˠəmˈcɪl̠ʲə, ˌkɔl̪ˠəmˈcɪl̠ʲə,ˈkɪl̠ʲmʲ cɪlʲə,56,0.70
'ligthe',,ˈl̠ʲɪcɪ,ˈlʲɪɟhə,50,0.67
'fágála',,ˈfˠɑːɡɑːlˠə,ˈfˠɑːɡɑːlˠə,100,1.0
'cóisir',,ˈkoːʃəɾʲ,ˈkóʃəɾʲ,78,0.82
'teocht',,tʲoːxt̪ˠ,tʲoːxt̪ˠ,100,1.0
'rinneas',,ˈɾˠɪn̠ʲəsˠ,ˈɾʲɪnʲəsˠ,77,0.82
'fáltas',,ˈfˠɑːl̪ˠt̪ˠəsˠ,ˈfˠɑːl̪ˠt̪ˠəsˠ,100,1.0
'saghas',,sˠəisˠ,ˈsˠaiəsˠ,58,0.71
'cuil',,kɪlʲ,kʊlˠ,33,0.60
'lúba',,ˈl̪ˠuːbˠə,ˈlˠuːbˠə,86,0.88
'fáinní',,ˈfˠɑːn̠ʲiː,ˈfˠɑːn̪ˠiː,82,0.85
'deartháir',,ˈdʲaɾˠhaɾʲ, ˈdʲɾʲiçaːɾʲ,ˈdʲaɾˠhɑːɾʲ,78,0.83
'chuid',,xɪdʲ,xʊd̪ˠ,25,0.57
'parasól',,ˈpˠa.ɾˠa.sˠoːl̪ˠ,ˈpˠaɾˠəsˠoːlˠ,79,0.83
'airleacan',,ˈɑːɾˠl̠ʲəkənˠ,ˈaɾʲlʲəkən̪ˠ,56,0.70
'banc',,bˠaŋk,bˠan̪ˠk,50,0.67
'dóimid',,ˈd̪ˠoːmʲədʲ,ˈd̪ˠómʲədʲ,83,0.86
'acmhainneach',,ˈakuːn̠ʲəx,ˈakwən̪ˠəx,60,0.71
'uisinn',,ˈɪʃən̠ʲ,ˈɪʃən̪ˠ,76,0.81
'soladach',,ˈsˠɔlˠəd̪ˠəx,ˈsˠɔlˠəd̪ˠəx,100,1.0
'sáinn',,sˠɑːn̠ʲ,sˠɑːn̪ˠ,75,0.80
'panc',,ˈpˠaŋk,pˠan̪ˠk,30,0.59
'tiarnas',,ˈtʲiəɾˠn̪ˠəsˠ,ˈtʲiəɾˠn̪ˠəsˠ,100,1.0
'fuil',,fˠɪlʲ,fˠʊlˠ,50,0.67
'snite',,ˈʃn̠ʲɪtʲə,ˈʃnʲɪtʲə,87,0.89
'spré',,sˠpʲɾʲeː,ʃpʲɾʲeː,76,0.81
'bhocht',,wɔxt̪ˠ,wɔxt̪ˠ,100,1.0
'caisearbhán',,ˈkaʃl̠ʲəwaːnˠ,ˈkaʃəɾˠwɑːn̪ˠ,50,0.67
'laethe',,ˈl̪ˠeːhɪ,ˈlʲeːhə,61,0.72
'dheacair',,ˈjakəɾʲ,ˈjakəɾʲ,100,1.0
'truicear',,ˈt̪ˠɾˠɪcəɾˠ,ˈt̪ˠɾˠəcəɾˠ,95,0.95
'déarfaí',,ˈdʲeːɾˠfˠiː,ˈdʲeːɾˠfˠiː,100,1.0
'stailc',,sˠt̪ˠalʲc,sˠt̪ˠal̪ʲc,86,0.88
'sáith',,sˠɑː(h),sˠɑː,70,0.77
'Baváir',,ˈbˠawɑːɾʲ,ˈbˠɪvɑːɾʲ,81,0.84
'cúig',,kuːɟ,ˈkúc,0,0.50
'ór',,oːɾˠ,oːɾˠ,100,1.0
'géibheann',,ˈɟeːvʲən̪ˠ,ˈɟeːvʲən̪ˠ,100,1.0
'fodhuine',,ˈfˠɔɣɪnʲə,ˈfˠuːənʲə,68,0.76
'fabhtach',,ˈfˠaut̪ˠəx,ˈfˠəut̪ˠəx,87,0.89
'bobaireacht',,ˈbˠɔbˠəɾʲəxt̪ˠ,ˈbˠɔbˠəɾʲəxt̪ˠ,100,1.0
'oirnis',,ˈəuɾʲn̠ʲəʃ,ˈɛɾʲnʲəʃ,77,0.82
'mbí',,mʲiː,mʲiː,100,1.0
'ceannann',,ˈcan̪ˠən̪ˠ,ˈcan̪ˠən̪ˠ,100,1.0
'smíste',,ˈsˠmʲiːʃtʲə,ˈʃmʲiːʃtʲə,83,0.86
'copóg',,ˈkɔpˠoːɡ,ˈkɔpˠoːɡ,100,1.0
'caithfidh',,ˈkɑihə,ˈkahfʲə,50,0.67
'arán',,(ə)ˈɾˠɑːnˠ, (ə)ˈɾˠɑːn̪ˠ,ˈɪɾˠɑːn̪ˠ,64,0.74
'basún',,bˠaˈsˠuːnˠ,ˈbˠasˠuːn̪ˠ,64,0.74
'grán',,ɡɾˠɑːnˠ,ɡɾˠɑːn̪ˠ,86,0.88
'úr',,uːɾˠ,uːɾˠ,100,1.0
'silín',,ˈʃɪlʲiːnʲ,ˈʃɪlʲiːnʲ,100,1.0
'árasán',,ˈɑːɾˠəsˠɑːnˠ,ˈɑːɾˠəsˠɑːn̪ˠ,91,0.92
'Diarmaid',,ˈdʲiəɾˠmˠədʲ,ˈdʲiəɾˠmˠədʲ,100,1.0
'práis',,pˠɾˠɑːʃ,pˠɾˠɑːʃ,100,1.0
'claíomh',,ˈkl̪ˠaːvʲə,ˈklˠiːəu,56,0.70
'tréin',,tʲɾʲeːnʲ,tʲɾʲeːnʲ,100,1.0
'aidhmeannas',,ˈəimʲən̪ˠəsˠ,ˈɑːmʲən̪ˠəsˠ,85,0.88
'aisling',,ˈaʃl̠ʲən̠ʲ,ˈaʃlʲəɲ,64,0.74
'aithinne',,ˈæhən̠ʲə,ˈahən̪ˠə,64,0.74
'dearnas',,ˈdʲaːɾˠn̪ˠəsˠ,ˈdʲaɾˠn̪ˠəsˠ,90,0.92
'beid',,bʲɛdʲ,bʲɛdʲ,100,1.0
't-uisce',,ˈt̪ˠɪʃcɪ,t̪ˠ-ˈɪʃcə,60,0.71
'bromach',,ˈbˠɾˠɔmˠəx, ˈbˠɾˠʊmˠəx,ˈbˠɾˠɔmˠəx,100,1.0
'éireoidh',,ˈəiɾʲoː,ˈeːɾʲə,50,0.67
'Baile Átha Luain',,ˌbʲlʲɑː ˈl̪ˠuənʲ,ˈbˠalʲə ɑːhə lˠuənʲ,55,0.69
'choillte',,ˈxəil̠ʲtʲə, ˈxɞl̠ʲtʲə,ˈxɛl̠ʲtʲə,93,0.94
'rinneabhair',,ˈɾˠɪnʲəwəɾʲ,ˈɾʲɪnʲəuəɾʲ,85,0.87
'b'fhearr',,bʲɑːɾˠ,bʲ'aɾˠ,63,0.73
'ngairdín',,ˈŋɑːɾˠdʲiːnʲ,ˈŋaɾʲədʲiːnʲ,66,0.75
'bhínn',,vʲiːn̠ʲ,vʲiːnʲ,81,0.85
'abrair',,ˈabˠɾˠəɾʲ,ˈabˠɾˠəɾʲ,100,1.0
'chileagram',,ˈçɪlʲəɡɾˠamˠ,ˈçɪlʲəɡɾˠəmˠ,90,0.92
'teas',,tʲasˠ,tʲasˠ,100,1.0
'seas',,ʃasˠ,ʃasˠ,100,1.0
'broic',,bˠɾˠɪc,bˠɾˠɔk,80,0.83
'áth',,ɑː,ɑː,100,1.0
'meas',,mʲasˠ,mʲasˠ,100,1.0
'leas',,l̠ʲasˠ,lʲasˠ,77,0.82
'gada',,ˈɡad̪ˠə,ˈɡad̪ˠə,100,1.0
'cláiríneach',,ˈklˠɑːɾʲiːnʲəx, ˈklˠɑːɾˠinʲəx,ˈklˠɑːɾʲiːnʲəx,100,1.0
'neas',,n̠ʲasˠ,nʲasˠ,77,0.82
'beiread',,ˈbʲɛɾʲəd̪ˠ,ˈbʲɛɾʲəd̪ˠ,100,1.0
'deas',,dʲasˠ,dʲasˠ,100,1.0
'ceas',,casˠ,casˠ,100,1.0
'íocaim',,ˈiːkəmʲ,ˈiːkəmʲ,100,1.0
'geas',,ɟasˠ,ɟasˠ,100,1.0
'aithníonn',,ˈa(h)nʲiːn̪ˠ,ˈahnʲiːnʲ,64,0.74
'laghairt',,l̪ˠəiɾˠtʲ,ˈlˠaiəɾʲtʲ,50,0.67
'tada',,ˈt̪ˠad̪ˠə,ˈt̪ˠad̪ˠə,100,1.0
'nach',,n̪ˠax,n̪ˠax,100,1.0
'déanaim',,ˈdʲeːnˠəmʲ,ˈdʲeːn̪ˠəmʲ,88,0.90
'lagsprid',,ˈl̪ˠɑɡsˠpʲɾʲidʲ,ˈlˠaɟʃpʲɾʲədʲ,60,0.71
'tharam',,ˈhaɾˠəmˠ, ˈhɑɾˠəmˠ,ˈhaɾˠəmˠ,100,1.0
'gach',,ɡax, ɡɑx,ɡax,100,1.0
'beirigh',,ˈbʲɛɾʲiː,ˈbʲɛɾʲə,78,0.82
'buntáiste',,ˈbˠʊn̪ˠt̪ˠɑːʃtʲə,ˈbˠʊn̪ˠt̪ˠɑːʃtʲə,100,1.0
'cochall',,ˈkɔxəl̪ˠ,ˈkɔxəlˠ,84,0.87
'cuán',,ˈkuː.ɑːnˠ,ˈkuɑːn̪ˠ,64,0.74
'stotha',,ˈst̪ˠɔhə,ˈsˠt̪ˠɔhə,86,0.88
'eitim',,ˈɛtʲəmʲ,ˈɛtʲəmʲ,100,1.0
'duán',,ˈd̪ˠuːɑːnˠ, ˈd̪ˠuːɑːn̪ˠ,ˈd̪ˠuɑːn̪ˠ,88,0.89
'ain-',,anʲ,anʲ,100,1.0
'aigéan',,aɟeːnˠ,ˈaɟeːn̪ˠ,69,0.76
'scóir',,sˠkoːɾʲ,ˈsˠkóɾʲ,58,0.71
'SEIF',,ʃɛfʲ,ʃɛfʲ,100,1.0
'tiuf-teaf',,ˈtʲufˠˌtʲafˠ,ˈtʲəfʲ-tʲəfˠ,57,0.70
'ruán',,ˈɾˠuː.ɑːnˠ,ˈɾˠuɑːn̪ˠ,70,0.77
'bú',,bˠuː,bˠuː,100,1.0
'smiolgadán',,ˈsˠmʲɪl̪ˠəɡəd̪ˠɑːn̪ˠ,ˈʃmʲiəl̪ˠɡəd̪ˠɑːn̪ˠ,80,0.83
'cearnóg',,ˈcɑːɾˠn̪ˠoːɡ,ˈcaɾˠn̪ˠoːɡ,80,0.84
'gorm',,ˈɡɔɾˠəmˠ,ɡɔɾˠmˠ,73,0.79
'titim',,ˈtʲitʲəmʲ,ˈtʲɪtʲəmʲ,86,0.88
'rugadar',,ˈɾˠʊɡədˠəɾˠ,ˈɾˠʊɡəd̪ˠəɾˠ,91,0.92
'Spáinn',,sˠpˠɑːn̠ʲ,sˠpˠɑːn̪ˠ,80,0.83
'sú',,sˠuː,sˠuː,100,1.0
'tú',,t̪ˠuː,t̪ˠuː,100,1.0
'iarthar',,ˈiəɾˠhəɾˠ,ˈiəɾˠhəɾˠ,100,1.0
'cluais',,klˠuəʃ, kl̪ˠuəʃ,ˈklˠuəʃ,81,0.85
'codlaím',,ˈkol̪ˠiːmʲ,ˈkʊd̪ˠlˠəmʲ,61,0.72
'gáifeach',,ˈɡɑːfʲəx,ˈɡɑːfʲəx,100,1.0
'gluais',,ɡlˠuəʃ, ɡl̪ˠuəʃ,ˈɡlˠuəʃ,83,0.86
'tobac',,t̪ˠəˈbˠak, t̪ˠəˈbˠɑk,ˈt̪ˠɔbˠək,60,0.71
'Séamaisín',,ˈʃeːmˠəʃiːnʲ,ˈʃeːmˠəʃiːnʲ,100,1.0
'eisean',,ˈɛʃənˠ,ˈɛʃən̪ˠ,84,0.87
'Baile Átha Cliath',,ˌbʲlʲɑː ˈclʲiə,ˈbˠalʲə ɑːhə clʲiəç,55,0.69
'craos',,kɾˠiːsˠ,kɾˠiːsˠ,100,1.0
'ucht',,ɔxt̪ˠ,ʊxt̪ˠ,75,0.80
'breilsce',,ˈbʲɾʲɪl̠ʲʃcɪ,ˈbʲɾʲɛl̠ʲʃcə,90,0.91
'sparán',,ˈsˠpˠaɾˠɑːnˠ,ˈsˠpˠɪɾˠɑːn̪ˠ,82,0.85
'lag',,l̪ˠaɡ, l̪ˠɑɡ, l̪ˠʌɡ, l̪ˠaːɡ,lˠaɡ,75,0.80
'néaltach',,ˈn̠ʲeːl̪ˠt̪ˠəx,ˈnʲeːl̠ˠt̪ˠəx,86,0.88
'oide',,ˈedʲə,ˈɛdʲə,77,0.82
'ngarda',,ˈŋɑːɾˠd̪ˠə,ˈŋaɾˠəd̪ˠə,68,0.76
'hamas',,ˈhamˠəsˠ,ˈhamˠəsˠ,100,1.0
'go leor',,ɡəˈl̠ʲoːɾˠ,ɡə ˈlʲoːɾˠ,83,0.86
'otharlann',,ˈɔhəɾˠl̪ˠənˠ,ˈɔhəɾˠlˠən̪ˠ,80,0.84
'spaisteoireacht',,ˈsˠpˠæʃtʲoːɾʲəxt̪ˠ,ˈsˠpˠaʃtʲoːɾʲəxt̪ˠ,93,0.94
'ocht',,ɔxt̪ˠ,ɔxt̪ˠ,100,1.0
'dromán',,ˈd̪ˠɾʊmˠɑːnˠ, ˈd̪ˠɾʊmˠɑːn̪ˠ,ˈd̪ˠɾˠʊmˠɑːn̪ˠ,92,0.93
'réad',,ɾˠeːd̪ˠ,ɾʲeːd̪ˠ,83,0.86
'glantóir',,ˈɡlˠan̪ˠt̪ˠoːɾʲ, ˈɡl̪ˠan̪ˠt̪ˠoːɾʲ,ˈɡlˠən̪ˠt̪ˠóɾʲ,80,0.83
'náisiúnta',,ˈn̪ˠɑːʃuːn̪ˠt̪ˠə,ˈn̪ˠɑːʃuːn̪ˠt̪ˠə,100,1.0
'ar bun',,ɛɾʲ ˈbˠʊnˠ,əɾˠ ˈbˠʊn̪ˠ,73,0.79
'méad',,mʲeːd̪ˠ,mʲeːd̪ˠ,100,1.0
'cuiscreach',,ˈkɪʃcɾʲəx,ˈkɪʃcɾʲəx,100,1.0
'dtóireacha',,ˈd̪ˠoːɾʲəxə,d̪ˠˈóɾʲəxə,68,0.76
'ceathair',,ˈcahəɾʲ,ˈcahəɾʲ,100,1.0
'téad',,tʲeːd̪ˠ,tʲeːd̪ˠ,100,1.0
'séad',,ʃeːd̪ˠ,ʃeːd̪ˠ,100,1.0
'sealg',,ˈʃal̪ˠəɡ,ʃal̪ˠɡ,71,0.78
'hÉirinn',,ˈheːɾʲən̠ʲ,ˈheːɾʲən̪ˠ,82,0.85
'teifeach',,ˈtʲɛfʲəx,ˈtʲɛfʲəx,100,1.0
'geallann',,ˈɟal̪ˠən̪ˠ,ˈɟalˠən̪ˠ,88,0.89
'corrán',,ˈkɔɾˠɑːnˠ, ˈkɔɾˠɑːn̪ˠ,ˈkʊɾˠɑːn̪ˠ,88,0.90
'gcine',,ˈɟɪnʲə,ɟˈɪnʲə,63,0.73
'déad',,dʲeːd̪ˠ,dʲeːd̪ˠ,100,1.0
'fharraige',,ˈaɾˠəɟɪ,ˈaɾˠəɟə,92,0.93
'féad',,fʲeːd̪ˠ,fʲeːd̪ˠ,100,1.0
'dtiocfad',,ˈdʲʊkəd̪ˠ,dʲˈiəkfˠəd̪ˠ,47,0.66
'imeartas',,ˈɪmʲəɾˠt̪ˠəsˠ,ˈɪmʲəɾˠt̪ˠəsˠ,100,1.0
'bearna mhíl',,ˈbʲaːɾˠn̪ˠə ˈvʲiːlʲ,ˈbʲaɾˠn̪ˠə vʲiːlʲ,87,0.89
'simplí',,ˈʃɪmʲpʲlʲiː,ˈʃɪmʲpʲlʲiː,100,1.0
'muir',,mˠɪɾʲ,mˠʊɾˠ,55,0.69
'mbuailte',,ˈmˠuəl̠ʲtʲə,mˠˈuəl̪ʲtʲə,72,0.78
'ceathair déag',,dje ˈcahəɾʲ, ˈcahəɾʲ jeːɡ,ˈcahəɾʲ dʲeːɡ,85,0.87
'abhras',,ˈəuɾˠəsˠ,ˈəuɾˠəsˠ,100,1.0
'-fas',,həsˠ,-fˠasˠ,37,0.62
'ciar',,ciəɾˠ,ˈciəɾˠ,80,0.83
'póg',,pˠoːɡ,pˠoːɡ,100,1.0
'tuir',,t̪ˠɪɾʲ,t̪ˠʊɾˠ,63,0.73
'Ó Cathasaigh',,ˈkahəsˠiː,oː kahəsˠə,57,0.70
'blianta',,ˈbʲlʲiən̪ˠt̪ˠə,ˈbʲlʲiən̪ˠt̪ˠə,100,1.0
'thréig',,hɾʲeːɟ,hɾʲeːc,80,0.83
'achar',,ˈaxəɾˠ,ˈaxəɾˠ,100,1.0
'ábhar',,ˈɑːwəɾˠ,ˈáiːəɾˠ,69,0.76
'bláth',,bˠlˠɑː, bˠl̪ˠɑː,bˠlˠɑː,100,1.0
'aichear',,ˈaçəɾˠ,ˈahəɾˠ,81,0.85
'siar',,ʃiəɾˠ,ˈʃiəɾˠ,81,0.85
'loingis',,ˈl̪ˠɪɲ(ɟ)ɪʃ,ˈlˠɛɲəʃ,57,0.70
'cuir',,kɪɾʲ,kʊɾˠ,42,0.64
'pleidhc',,ˈpləik,pʲlʲɪc,11,0.53
'goidim',,ˈɡɞdʲəmʲ,ˈɡɛdʲəmʲ,92,0.93
'Victeoiria',,vʲɪcˈtʲoːɾʲiə,vˈɪctʲoːɾʲiə,80,0.84
'sealga',,ˈʃal̪ˠəɡə,ˈʃalˠəɡə,87,0.89
'tagtar',,ˈt̪ˠaɡt̪ˠəɾˠ,ˈt̪ˠaɡt̪ˠəɾˠ,100,1.0
'tseamróg',,ˈtʲamˠɾˠoːɡ,ˈtʲʃamˠɾˠoːɡ,90,0.91
'chealg',,ˈçal̪ˠəɡ,çal̪ˠɡ,71,0.78
'eiscir',,ˈɛʃcəɾʲ,ˈɛʃcɪɾʲ,92,0.93
'thar',,haɾˠ,haɾˠ,100,1.0
'caighdeánach',,ˈkəidʲɑːnˠəx,ˈkadʲeɑːn̪ˠəx,70,0.77
'mhaithe',,ˈwãhə,ˈwahə,75,0.80
'tíogar',,ˈtʲiːɡəɾˠ,ˈtʲiːɡəɾˠ,100,1.0
'uair an chloig',,uəɾʲ ə xlˠɛɟ,ˈuəɾˠ ənˠ xlˠɔɡ,62,0.73
'rúnaí',,ˈɾˠuːnˠiː,ˈɾˠuːn̪ˠiː,88,0.89
'céadfach',,ˈceːd̪ˠfˠəx,ˈceːd̪ˠfˠəx,100,1.0
'bhlas',,vˠlˠasˠ,wlˠasˠ,70,0.77
'Fionlainnis',,ˈfʲɪn̪ˠl̪ˠən̠ʲɪʃ,ˈfʲiən̪ˠlˠən̪ˠəʃ,71,0.78
'ghlas',,ɣlˠasˠ,lˠasˠ,77,0.82
'ghlacann',,ˈɣlˠakən̪ˠ,lˠakən̪ˠ,75,0.80
'cladhaire',,ˈklˠaiɾʲə,ˈklˠəəɾʲə,75,0.80
'pobalscoil',,ˈpˠɔbˠəlˠˌsˠkɛlʲ,ˈpˠɔbˠəl̪ˠsˠkəlˠ,76,0.81
'bainne',,ˈbˠæn̠ʲə,ˈbˠan̪ˠə,64,0.74
'buíon',,bˠiːnˠ,ˈbˠuiːnʲ,58,0.71
'ceada',,ˈcad̪ˠə,ˈcad̪ˠə,100,1.0
'gainne',,ˈɡɪn̠ʲə,ˈɡan̪ˠə,61,0.72
'abacas',,ˈabˠəkəsˠ,ˈabˠəkəsˠ,100,1.0
'náisiúin',,ˈn̪ˠɑːʃuːnʲ,ˈn̪ˠɑːʃúnʲ,84,0.86
'uileag',,əˈlʲɞɡ, əˈlʲʊɡ,ˈɪlʲəɡ,54,0.69
'ngar',,ŋaɾˠ,ŋaɾˠ,100,1.0
'ar a fhad',,əɾʲˈad̪ˠ,əɾˠ ə ˈad̪ˠ,66,0.75
'chím',,çiːmʲ,çiːmʲ,100,1.0
'bhí',,vʲiː,vʲiː,100,1.0
'-tar',,t̪ˠəɾˠ,-t̪ˠaɾˠ,72,0.79
'teideal',,ˈtʲɛdʲəl,ˈtʲɛdʲəlˠ,86,0.88
'ngráin',,ŋɾˠɑːnʲ,ŋɾˠɑːnʲ,100,1.0
'áirid',,ˈɑːɾʲədʲ,ˈɑːɾʲədʲ,100,1.0
'drabhlásach',,ˈd̪ˠɾˠəulˠɑːsˠəx,ˈd̪ˠɾˠəlˠɑːsˠəx,96,0.96
'Seáinín',,ˈʃɑːnʲiːnʲ,ˈʃeɑːnʲiːnʲ,94,0.95
'gairmiúlaigh',,ɡaɾʲmʲuːl̪ˠiː,ˈɡaɾʲmʲuːlˠə,66,0.75
'-fí',,fʲiː, hiː,-fʲiː,85,0.88
'i ndán',,əˈn̪ˠɑːn̪ˠ,ə n̪ˠˈɑːn̪ˠ,78,0.83
'Dia's Muire duit',,ˌdʲiəs ˈmˠɪɾʲə ˈd̪ˠɪtʲ,ˈdʲiə'sˠ mˠɪɾʲə d̪ˠət̪ˠ,67,0.76
'mall',,mˠal̪ˠ,mˠaːlˠ,66,0.75
'triomach',,ˈtʲɾʲɪməx,ˈtʲɾʲiəmˠəx,77,0.82
'canna',,ˈkan̪ˠə, ˈkɑn̪ˠə,ˈkan̪ˠə,100,1.0
'ranna',,ˈɾˠan̪ˠə,ˈɾˠan̪ˠə,100,1.0
'bhfuáil',,ˈwuːaːlʲ,wˈuɑːlʲ,58,0.71
'hata',,ˈhat̪ˠə,ˈhat̪ˠə,100,1.0
'fata',,ˈfˠat̪ˠə, ˈfˠɑt̪ˠə,ˈfˠat̪ˠə,100,1.0
'Eibhlín',,ˈɛvʲəlʲiːnʲ,ˈɛvʲlʲiːnʲ,88,0.90
't-eallach',,ˈtʲal̪ˠəx,tʲ-ˈalˠəx,50,0.67
't-iasc',,tʲiəsˠk,tʲ-ˈiəsˠk,76,0.81
'd'iarr',,dʲiəɾˠ,dʲ'iəɾˠ,90,0.92
'thine',,ˈhɪnʲə,ˈhɪnʲə,100,1.0
'i m'ainneoin',,əˈmˠan̠ʲoːnʲ,ə mˠ'an̪ˠoːnʲ,68,0.76
'n-iasc',,n͈ʲiəsˠk,nʲ-ˈiəsˠk,61,0.72
'móil',,mˠoːlʲ,ˈmˠólʲ,50,0.67
'ghráin',,ɣɾˠɑːnʲ,ɾˠɑːnʲ,84,0.87
'orla',,ˈɔːɾˠl̪ˠə,ˈɔɾˠlˠə,76,0.81
'chac',,xak, xɑk,xak,100,1.0
'fiúntach',,ˈfʲuːn̪ˠt̪ˠəx,ˈfʲuːn̪ˠt̪ˠəx,100,1.0
'arraing',,ˈaɾˠən̠ʲ,ˈaɾˠəŋ,64,0.74
'urla',,ˈuːɾˠl̪ˠə,ˈʊɾˠlˠə,68,0.76
'diomaite',,ˈdʲɪmˠɪtʲə,ˈdʲiəmˠətʲə,83,0.86
'chine',,ˈçɪnʲə,ˈçɪnʲə,100,1.0
'mhac',,wak,wak,100,1.0
'biachlár',,ˈbʲiəxlˠɑːɾˠ,ˈbʲiəxlˠɑːɾˠ,100,1.0
'laistigh',,l̪ˠaʃˈtʲɪj,ˈlˠaʃtʲə,56,0.70
'ghine',,ˈjɪnʲə,ˈjɪnʲə,100,1.0
'cuisneach',,ˈkɪʃn̠ʲəx,ˈkɪʃnʲəx,86,0.88
'dhearg',,ˈjaɾˠəɡ,jaɾˠɡ,66,0.75
'aischuir',,ˈaʃˌxɪrʲ,ˈasˠxəɾˠ,38,0.62
'thuas',,huəsˠ,huəsˠ,100,1.0
'Sord Cholm Cille',,ˌsˠauɾˠd̪ˠ xɔlˠəm ˈcɪl̠ʲə, ˌsˠauɾˠd̪ˠ xɔl̪ˠəm ˈcɪl̠ʲə,ˈsˠɔɾˠəd̪ˠ xɪl̠ʲmʲ cɪlʲə,64,0.74
'ngram',,ˈŋɾˠamˠ,ŋɾˠamˠ,83,0.86
'Dhaidí na Nollag',,ˌɣadʲiː n̪ˠə ˈnˠɔl̪ˠəɡ,ˈɣadʲiː n̪ˠə n̪ˠoːlˠəɡ,75,0.80
'molas',,ˈmˠɔlˠəsˠ,ˈmˠɔlˠəsˠ,100,1.0
'scéim',,ʃceːmʲ,ʃceːmʲ,100,1.0
'gharda',,ˈɣɑːɾˠd̪ˠə,ˈɣaɾˠəd̪ˠə,68,0.76
'-óimid',,oːmʲədʲ,-ˈómʲədʲ,69,0.76
'solas',,ˈsˠɔlˠəsˠ, ˈsˠɔl̪ˠəsˠ,ˈsˠɔlˠəsˠ,100,1.0
'bhfeiceanna',,ˈvʲɛcən̪ˠə,vʲˈɛcən̪ˠə,76,0.81
'righin',,ɾˠainʲ, ɾˠəinʲ,ˈɾʲəiənʲ,57,0.70
'fheola',,ˈoːlˠə,ˈoːlˠə,100,1.0
'suím',,sˠiːmʲ,ˈsˠuiːmʲ,75,0.80
'taoisigh',,ˈt̪ˠiːʃiː,ˈt̪ˠiːʃə,80,0.83
'seagal',,ˈʃaɡəl̪ˠ, ˈʃæɡəl̪ˠ, ˈʃæːɡəl̪ˠ,ˈʃaɡəlˠ,85,0.88
'cleithire',,ˈclʲɛhəɾʲə,ˈclʲəhəɾʲə,94,0.94
'tréithe',,tʲɾʲeːhə,ˈtʲɾʲeːhə,86,0.88
'toir',,t̪ˠɛɾʲ,t̪ˠɔɾˠ,72,0.79
'soir',,sˠɛɾʲ,sˠɔɾˠ,66,0.75
'Arabach',,ˈaɾˠəbˠəx,ˈaɾˠəbˠəx,100,1.0
'firéad',,ˈfʲɪrʲeːd̪ˠ,ˈfʲɪɾʲeːd̪ˠ,89,0.90
'tsean-',,tʲanˠ,tʲʃan̪ˠ,63,0.73
'chéid',,çeːdʲ,çeːdʲ,100,1.0
'turaireacht',,t̪ˠʊɾˠɪɾʲɑxt̪ˠ,ˈt̪ˠʊɾˠəɾʲəxt̪ˠ,85,0.87
'Abúise',,aˈbˠuːʃə,ˈabˠúʃə,61,0.72
'mar sin féin',,mˠaɾˠ ʃɪnʲ ˈheːnʲ,mˠəɾˠ ˈʃɪnʲ fʲeːnʲ,75,0.81
'suíochán',,ˈsˠiːxɑːnˠ,ˈsˠuiːxɑːn̪ˠ,84,0.86
'coir',,kɛɾʲ,kɔɾˠ,57,0.70
'mhéid',,vʲeːdʲ,vʲeːdʲ,100,1.0
'coisin',,ˈkɔʃɪnʲ,ˈkɛʃənʲ,83,0.86
'bóithrí',,ˈbˠoːɾʲiː,ˈbˠóhɾʲiː,80,0.83
